file name, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, gaze_angle_x, gaze_angle_y,sub,trial,sweep,label,frame
cropped_image_Sub01_Trial01_Sweep02_Label1_20.jpg,-0.065,-0.028,0.014,0.0,0.0,0.42,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.2,0.36,0.12,0.15,0.07,0.046,0.098,1,1,2,1,20
cropped_image_Sub01_Trial01_Sweep02_Label1_24.jpg,-0.054,-0.035,0.012,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.15,0.29,0.0,0.15,0.0,0.066,0.092,1,1,2,1,24
cropped_image_Sub01_Trial01_Sweep03_Label0_01.jpg,-0.066,-0.041,0.025,0.0,0.0,0.48,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.03,0.07,0.08,0.46,0.21,0.028,0.081,1,1,3,0,1
cropped_image_Sub01_Trial01_Sweep03_Label0_05.jpg,-0.063,-0.053,0.031,0.0,0.0,0.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.33,0.35,0.01,0.08,0.14,0.03,0.05,0.068,1,1,3,0,5
cropped_image_Sub01_Trial01_Sweep03_Label0_09.jpg,-0.059,-0.046,0.033,0.0,0.0,0.5,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.05,0.0,0.11,0.18,0.0,0.042,0.058,1,1,3,0,9
cropped_image_Sub01_Trial01_Sweep03_Label0_13.jpg,-0.054,-0.043,0.032,0.06,0.0,0.54,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.09,0.01,0.1,0.11,0.0,0.014,0.081,1,1,3,0,13
cropped_image_Sub01_Trial01_Sweep03_Label0_16.jpg,-0.062,-0.046,0.035,0.01,0.0,0.54,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.19,0.0,0.13,0.18,0.0,0.045,0.071,1,1,3,0,16
cropped_image_Sub01_Trial01_Sweep03_Label0_20.jpg,-0.063,-0.052,0.034,0.01,0.03,0.59,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.48,0.26,0.0,0.05,0.14,0.0,0.044,0.083,1,1,3,0,20
cropped_image_Sub01_Trial01_Sweep03_Label0_24.jpg,-0.056,-0.053,0.035,0.02,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.26,0.14,0.01,0.11,0.15,0.0,0.053,0.083,1,1,3,0,24
cropped_image_Sub01_Trial01_Sweep03_Label4_01.jpg,-0.071,-0.033,0.033,0.0,0.0,0.47,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.28,0.1,0.0,0.3,0.16,0.0,0.001,0.07,1,1,3,4,1
cropped_image_Sub01_Trial01_Sweep03_Label4_05.jpg,-0.06,-0.04,0.025,0.03,0.03,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.23,0.18,0.0,0.13,0.01,0.15,0.067,0.097,1,1,3,4,5
cropped_image_Sub01_Trial01_Sweep03_Label4_09.jpg,-0.047,-0.04,0.024,0.0,0.02,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.21,0.12,0.0,0.09,0.02,0.11,0.05,0.083,1,1,3,4,9
cropped_image_Sub01_Trial01_Sweep03_Label4_13.jpg,-0.055,-0.042,0.027,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.3,0.15,0.0,0.16,0.03,0.0,0.063,0.086,1,1,3,4,13
cropped_image_Sub01_Trial01_Sweep03_Label4_16.jpg,-0.059,-0.026,0.029,0.0,0.0,0.49,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.34,0.09,0.01,0.29,0.26,0.0,0.024,0.092,1,1,3,4,16
cropped_image_Sub01_Trial01_Sweep03_Label4_20.jpg,-0.072,-0.017,0.033,0.0,0.0,0.47,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.4,0.11,0.02,0.15,0.31,0.0,0.007,0.051,1,1,3,4,20
cropped_image_Sub01_Trial01_Sweep03_Label4_24.jpg,-0.061,-0.033,0.029,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.34,0.01,0.06,0.06,0.11,0.0,0.03,0.08,1,1,3,4,24
cropped_image_Sub01_Trial01_Sweep04_Label0_01.jpg,-0.09,-0.039,0.02,0.0,0.0,0.58,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.22,0.16,0.01,0.28,0.11,0.0,0.05,0.056,1,1,4,0,1
cropped_image_Sub01_Trial01_Sweep04_Label0_05.jpg,-0.095,-0.039,0.019,0.01,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.02,0.06,0.03,0.0,0.058,0.062,1,1,4,0,5
cropped_image_Sub01_Trial01_Sweep04_Label0_09.jpg,-0.092,-0.039,0.018,0.0,0.0,0.52,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.02,0.05,0.044,1,1,4,0,9
cropped_image_Sub01_Trial01_Sweep04_Label0_13.jpg,-0.101,-0.039,0.023,0.02,0.0,0.45,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.09,0.01,0.01,0.13,0.12,0.03,0.06,0.062,1,1,4,0,13
cropped_image_Sub01_Trial01_Sweep04_Label0_17.jpg,-0.082,-0.059,0.016,0.03,0.03,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.0,0.06,0.01,0.0,0.057,0.07,1,1,4,0,17
cropped_image_Sub01_Trial01_Sweep04_Label0_21.jpg,-0.094,-0.047,0.022,0.0,0.01,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.06,0.0,0.14,0.12,0.0,0.055,0.056,1,1,4,0,21
cropped_image_Sub01_Trial01_Sweep04_Label0_25.jpg,-0.091,-0.052,0.022,0.04,0.0,0.53,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.06,0.12,0.0,0.06,0.13,0.0,0.069,0.069,1,1,4,0,25
cropped_image_Sub01_Trial01_Sweep04_Label3_01.jpg,-0.083,-0.06,0.02,0.28,0.23,0.73,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.17,0.0,0.12,0.04,0.56,0.19,0.152,1,1,4,3,1
cropped_image_Sub01_Trial01_Sweep04_Label3_05.jpg,-0.097,-0.048,0.024,0.01,0.05,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.04,0.0,0.02,0.1,0.02,0.067,0.096,1,1,4,3,5
cropped_image_Sub01_Trial01_Sweep04_Label3_09.jpg,-0.101,-0.043,0.025,0.06,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.0,0.12,0.09,0.03,0.057,0.08,1,1,4,3,9
cropped_image_Sub01_Trial01_Sweep04_Label3_13.jpg,-0.097,-0.049,0.024,0.04,0.09,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.2,0.1,0.0,0.047,0.08,1,1,4,3,13
cropped_image_Sub01_Trial01_Sweep04_Label3_17.jpg,-0.094,-0.053,0.02,0.0,0.01,0.5,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.33,0.04,0.0,0.05,0.2,0.0,0.069,0.061,1,1,4,3,17
cropped_image_Sub01_Trial01_Sweep04_Label3_21.jpg,-0.086,-0.052,0.02,0.04,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.13,0.03,0.0,0.05,0.2,0.0,0.073,0.089,1,1,4,3,21
cropped_image_Sub01_Trial01_Sweep04_Label3_25.jpg,-0.094,-0.047,0.024,0.0,0.02,0.44,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.01,0.04,0.0,0.06,0.09,0.0,0.058,0.08,1,1,4,3,25
cropped_image_Sub01_Trial01_Sweep05_Label0_01.jpg,-0.084,-0.052,0.027,0.02,0.01,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.08,0.0,0.03,0.04,0.02,0.053,0.073,1,1,5,0,1
cropped_image_Sub01_Trial01_Sweep05_Label0_05.jpg,-0.078,-0.051,0.028,0.03,0.01,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.18,0.05,0.0,0.1,0.07,0.04,0.036,0.068,1,1,5,0,5
cropped_image_Sub01_Trial01_Sweep05_Label0_10.jpg,-0.083,-0.055,0.029,0.03,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.13,0.01,0.0,0.07,0.09,0.04,0.063,0.059,1,1,5,0,10
cropped_image_Sub01_Trial01_Sweep05_Label0_14.jpg,-0.072,-0.074,0.029,0.37,0.13,0.62,0.05,0.0,0.0,0.03,0.0,0.0,0.0,0.24,0.09,0.08,0.0,0.05,0.04,0.06,0.077,0.082,1,1,5,0,14
cropped_image_Sub01_Trial01_Sweep05_Label0_19.jpg,-0.079,-0.071,0.028,0.16,0.06,0.57,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.14,0.16,0.1,0.0,0.1,0.03,0.0,0.073,0.079,1,1,5,0,19
cropped_image_Sub01_Trial01_Sweep05_Label0_23.jpg,-0.085,-0.066,0.033,0.21,0.06,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.07,0.03,0.0,0.1,0.0,0.0,0.073,0.049,1,1,5,0,23
cropped_image_Sub01_Trial01_Sweep05_Label0_28.jpg,-0.085,-0.068,0.034,0.12,0.01,0.56,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.07,0.2,0.03,0.0,0.04,0.09,0.0,0.078,0.057,1,1,5,0,28
cropped_image_Sub01_Trial01_Sweep05_Label1_01.jpg,-0.093,-0.057,0.031,0.09,0.0,0.57,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.14,0.09,0.09,0.0,0.06,0.11,0.0,0.052,0.037,1,1,5,1,1
cropped_image_Sub01_Trial01_Sweep05_Label1_05.jpg,-0.091,-0.053,0.028,0.08,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.03,0.0,0.09,0.04,0.02,0.047,0.061,1,1,5,1,5
cropped_image_Sub01_Trial01_Sweep05_Label1_10.jpg,-0.085,-0.052,0.026,0.04,0.0,0.62,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.13,0.11,0.19,0.0,0.07,0.13,0.11,0.064,0.07,1,1,5,1,10
cropped_image_Sub01_Trial01_Sweep05_Label1_14.jpg,-0.091,-0.058,0.028,0.21,0.07,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.18,0.02,0.0,0.09,0.03,0.0,0.055,0.059,1,1,5,1,14
cropped_image_Sub01_Trial01_Sweep05_Label1_19.jpg,-0.089,-0.049,0.028,0.06,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.08,0.01,0.07,0.01,0.02,0.064,0.082,1,1,5,1,19
cropped_image_Sub01_Trial01_Sweep05_Label1_23.jpg,-0.102,-0.039,0.026,0.01,0.0,0.48,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.12,0.14,0.0,0.0,0.15,0.18,0.0,0.021,0.055,1,1,5,1,23
cropped_image_Sub01_Trial01_Sweep05_Label1_28.jpg,-0.091,-0.052,0.026,0.06,0.02,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.26,0.0,0.0,0.09,0.2,0.0,0.06,0.066,1,1,5,1,28
cropped_image_Sub01_Trial01_Sweep06_Label0_01.jpg,-0.088,-0.03,0.026,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.27,0.15,0.1,0.18,0.16,0.0,0.038,0.087,1,1,6,0,1
cropped_image_Sub01_Trial01_Sweep06_Label0_05.jpg,-0.078,-0.033,0.018,0.0,0.08,0.53,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.36,0.04,0.02,0.1,0.11,0.03,0.058,0.101,1,1,6,0,5
cropped_image_Sub01_Trial01_Sweep06_Label0_09.jpg,-0.073,-0.038,0.018,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.48,0.05,0.0,0.12,0.16,0.0,0.052,0.072,1,1,6,0,9
cropped_image_Sub01_Trial01_Sweep06_Label0_13.jpg,-0.068,-0.037,0.021,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.38,0.0,0.0,0.07,0.22,0.0,0.052,0.083,1,1,6,0,13
cropped_image_Sub01_Trial01_Sweep06_Label0_18.jpg,-0.067,-0.044,0.024,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.19,0.0,0.0,0.066,0.113,1,1,6,0,18
cropped_image_Sub01_Trial01_Sweep06_Label0_22.jpg,-0.07,-0.041,0.024,0.0,0.0,0.53,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.3,0.31,0.03,0.0,0.14,0.14,0.0,0.052,0.078,1,1,6,0,22
cropped_image_Sub01_Trial01_Sweep06_Label0_26.jpg,-0.069,-0.047,0.019,0.0,0.0,0.59,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.0,0.0,0.08,0.07,0.11,0.056,0.075,1,1,6,0,26
cropped_image_Sub01_Trial01_Sweep06_Label2_01.jpg,-0.069,-0.05,0.02,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.29,0.07,0.03,0.12,0.04,0.04,0.065,0.095,1,1,6,2,1
cropped_image_Sub01_Trial01_Sweep06_Label2_05.jpg,-0.067,-0.043,0.023,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.39,0.08,0.0,0.09,0.17,0.0,0.065,0.085,1,1,6,2,5
cropped_image_Sub01_Trial01_Sweep06_Label2_09.jpg,-0.071,-0.036,0.022,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.25,0.06,0.05,0.05,0.14,0.0,0.032,0.076,1,1,6,2,9
cropped_image_Sub01_Trial01_Sweep06_Label2_13.jpg,-0.07,-0.041,0.023,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.25,0.0,0.05,0.05,0.17,0.04,0.051,0.084,1,1,6,2,13
cropped_image_Sub01_Trial01_Sweep06_Label2_18.jpg,-0.056,-0.05,0.021,0.0,0.01,0.47,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.47,0.01,0.0,0.06,0.05,0.07,0.078,0.088,1,1,6,2,18
cropped_image_Sub01_Trial01_Sweep06_Label2_22.jpg,-0.052,-0.052,0.024,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.47,0.06,0.08,0.06,0.0,0.06,0.043,0.091,1,1,6,2,22
cropped_image_Sub01_Trial01_Sweep06_Label2_26.jpg,-0.061,-0.045,0.023,0.0,0.04,0.38,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.28,0.06,0.05,0.08,0.27,0.06,0.047,0.081,1,1,6,2,26
cropped_image_Sub01_Trial01_Sweep07_Label0_01.jpg,-0.035,-0.032,0.022,0.0,0.0,0.61,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.34,0.0,0.12,0.1,0.18,0.07,0.044,0.099,1,1,7,0,1
cropped_image_Sub01_Trial01_Sweep07_Label0_04.jpg,-0.032,-0.029,0.022,0.0,0.0,0.7,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.66,0.0,0.11,0.0,0.29,0.0,0.022,0.104,1,1,7,0,4
cropped_image_Sub01_Trial01_Sweep07_Label0_07.jpg,-0.035,-0.035,0.023,0.0,0.0,0.57,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.7,0.0,0.17,0.09,0.25,0.0,0.024,0.111,1,1,7,0,7
cropped_image_Sub01_Trial01_Sweep07_Label0_10.jpg,-0.037,-0.038,0.021,0.0,0.0,0.57,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.66,0.0,0.06,0.18,0.26,0.07,0.027,0.092,1,1,7,0,10
cropped_image_Sub01_Trial01_Sweep07_Label0_14.jpg,-0.035,-0.031,0.021,0.0,0.0,0.63,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.54,0.0,0.04,0.15,0.39,0.1,0.028,0.101,1,1,7,0,14
cropped_image_Sub01_Trial01_Sweep07_Label0_17.jpg,-0.032,-0.034,0.018,0.0,0.0,0.62,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.59,0.0,0.07,0.12,0.17,0.0,0.04,0.089,1,1,7,0,17
cropped_image_Sub01_Trial01_Sweep07_Label0_20.jpg,-0.038,-0.035,0.019,0.0,0.0,0.64,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.61,0.0,0.08,0.14,0.26,0.0,0.043,0.126,1,1,7,0,20
cropped_image_Sub01_Trial01_Sweep07_Label2_01.jpg,-0.036,-0.028,0.021,0.0,0.0,0.68,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.56,0.01,0.03,0.13,0.31,0.05,0.013,0.094,1,1,7,2,1
cropped_image_Sub01_Trial01_Sweep07_Label2_04.jpg,-0.036,-0.034,0.019,0.0,0.0,0.62,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.5,0.0,0.06,0.16,0.12,0.0,0.034,0.099,1,1,7,2,4
cropped_image_Sub01_Trial01_Sweep07_Label2_07.jpg,-0.036,-0.029,0.018,0.0,0.0,0.63,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.48,0.0,0.04,0.06,0.3,0.05,0.039,0.095,1,1,7,2,7
cropped_image_Sub01_Trial01_Sweep07_Label2_10.jpg,-0.035,-0.031,0.017,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.58,0.0,0.0,0.2,0.15,0.02,0.023,0.067,1,1,7,2,10
cropped_image_Sub01_Trial01_Sweep07_Label2_14.jpg,-0.031,-0.04,0.019,0.0,0.0,0.57,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.67,0.0,0.05,0.03,0.34,0.01,0.027,0.095,1,1,7,2,14
cropped_image_Sub01_Trial01_Sweep07_Label2_17.jpg,-0.033,-0.034,0.022,0.0,0.0,0.67,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.71,0.0,0.05,0.05,0.23,0.0,0.034,0.105,1,1,7,2,17
cropped_image_Sub01_Trial01_Sweep07_Label2_20.jpg,-0.037,-0.031,0.022,0.0,0.0,0.68,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.69,0.0,0.04,0.12,0.3,0.0,0.021,0.087,1,1,7,2,20
cropped_image_Sub01_Trial01_Sweep08_Label0_01.jpg,-0.065,-0.039,0.02,0.0,0.02,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.49,0.08,0.01,0.17,0.17,0.0,0.034,0.084,1,1,8,0,1
cropped_image_Sub01_Trial01_Sweep08_Label0_06.jpg,-0.058,-0.042,0.02,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.46,0.04,0.01,0.09,0.06,0.0,0.041,0.09,1,1,8,0,6
cropped_image_Sub01_Trial01_Sweep08_Label0_11.jpg,-0.062,-0.036,0.022,0.0,0.0,0.57,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.48,0.06,0.01,0.02,0.0,0.0,0.047,0.083,1,1,8,0,11
cropped_image_Sub01_Trial01_Sweep08_Label0_16.jpg,-0.069,-0.024,0.021,0.0,0.0,0.47,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.55,0.0,0.05,0.11,0.17,0.04,0.033,0.074,1,1,8,0,16
cropped_image_Sub01_Trial01_Sweep08_Label0_20.jpg,-0.044,-0.046,0.02,0.0,0.0,0.54,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.59,0.01,0.03,0.05,0.01,0.0,0.007,0.074,1,1,8,0,20
